,timestamp,close,open,high,low,volume,supertrend1,supertrend2,area_betn_supertrend
60,2025-07-02 14:15:00+05:30,25418.7,25411.06,25423.85,25411.06,0,25480.389000000003,25447.148571428577,3178.5807142856647
61,2025-07-02 14:20:00+05:30,25412.05,25414.88,25421.95,25398.65,0,25466.640000000003,25447.148571428577,3178.5807142856647
62,2025-07-02 14:25:00+05:30,25405.44,25413.46,25413.46,25400.45,0,25462.707000000002,25447.148571428577,3178.5807142856647
63,2025-07-02 14:30:00+05:30,25404.66,25409.45,25411.8,25400.5,0,25455.377,25447.148571428577,3178.5807142856647
64,2025-07-02 14:35:00+05:30,25396.65,25407.06,25407.06,25389.8,0,25445.083,25437.665714285715,3178.5807142856647
65,2025-07-02 14:40:00+05:30,25392.85,25401.85,25403.75,25378.75,0,25441.322999999997,25427.588571428572,3178.5807142856647
66,2025-07-02 14:45:00+05:30,25406.11,25397.35,25416.55,25397.05,0,25441.322999999997,25427.588571428572,3178.5807142856647
67,2025-07-02 14:50:00+05:30,25408.46,25401.73,25413.05,25400.8,0,25441.322999999997,25427.588571428572,3178.5807142856647
68,2025-07-02 14:55:00+05:30,25419.04,25405.1,25431.0,25405.1,0,25441.322999999997,25427.588571428572,3178.5807142856647
69,2025-07-02 15:00:00+05:30,25444.5,25412.07,25458.35,25412.07,0,25441.322999999997,25427.588571428572,3178.5807142856647
70,2025-07-02 15:05:00+05:30,25462.96,25428.28,25472.1,25428.28,0,25388.228,25407.588571428572,3178.5807142856647
71,2025-07-02 15:10:00+05:30,25465.85,25445.62,25472.8,25445.62,0,25388.228,25414.347142857143,3178.5807142856647
72,2025-07-02 15:15:00+05:30,25450.74,25455.74,25459.9,25440.05,0,25388.228,25414.347142857143,3178.5807142856647
73,2025-07-02 15:20:00+05:30,25446.24,25453.24,25453.24,25443.15,0,25388.228,25414.347142857143,3178.5807142856647
74,2025-07-02 15:25:00+05:30,25445.41,25449.74,25451.95,25441.3,0,25388.228,25414.347142857143,3178.5807142856647
75,2025-07-03 09:15:00+05:30,25508.1,25447.57,25522.25,25447.57,0,25394.157,25491.702142857142,3178.5807142856647
76,2025-07-03 09:20:00+05:30,25496.05,25477.84,25537.05,25459.35,0,25394.157,25436.232857142855,3178.5807142856647
77,2025-07-03 09:25:00+05:30,25452.39,25486.94,25486.94,25429.75,0,25394.157,25436.232857142855,3178.5807142856647
78,2025-07-03 09:30:00+05:30,25450.41,25469.67,25469.67,25434.85,0,25394.157,25436.232857142855,3178.5807142856647
79,2025-07-03 09:35:00+05:30,25470.34,25460.04,25496.15,25457.6,0,25394.157,25436.232857142855,3178.5807142856647
80,2025-07-03 09:40:00+05:30,25478.16,25465.19,25497.2,25453.85,0,25394.157,25436.232857142855,3178.5807142856647
81,2025-07-03 09:45:00+05:30,25507.18,25471.68,25518.25,25471.68,0,25394.157,25436.232857142855,3178.5807142856647
82,2025-07-03 09:50:00+05:30,25522.39,25489.43,25538.25,25489.43,0,25521.826,25436.232857142855,3178.5807142856647
83,2025-07-03 09:55:00+05:30,25538.38,25505.91,25547.25,25505.91,0,25394.157,25524.592857142856,3178.5807142856647
84,2025-07-03 10:00:00+05:30,25544.95,25522.14,25559.8,25522.14,0,25394.157,25456.275714285715,3178.5807142856647
85,2025-07-03 10:05:00+05:30,25541.52,25533.55,25551.6,25529.6,0,25401.309999999998,25456.64571428571,3178.5807142856647
86,2025-07-03 10:10:00+05:30,25545.15,25537.54,25557.8,25533.95,0,25422.739999999998,25462.199285714287,3178.5807142856647
87,2025-07-03 10:15:00+05:30,25543.11,25541.34,25553.1,25534.1,0,25434.655,25462.199285714287,3178.5807142856647
88,2025-07-03 10:20:00+05:30,25545.09,25542.23,25553.1,25532.15,0,25437.841,25462.199285714287,3178.5807142856647
89,2025-07-03 10:25:00+05:30,25556.18,25543.66,25567.5,25543.66,0,25457.366,25476.73142857143,3178.5807142856647
90,2025-07-03 10:30:00+05:30,25556.38,25549.92,25564.5,25549.92,0,25467.627,25487.37857142857,3178.5807142856647
91,2025-07-03 10:35:00+05:30,25554.35,25553.15,25562.25,25547.95,0,25475.198,25492.69714285714,3178.5807142856647
92,2025-07-03 10:40:00+05:30,25549.49,25553.75,25554.5,25544.7,0,25481.404,25492.69714285714,3178.5807142856647
93,2025-07-03 10:45:00+05:30,25545.57,25551.62,25551.62,25537.55,0,25484.57,25492.69714285714,3178.5807142856647
94,2025-07-03 10:50:00+05:30,25541.49,25548.6,25552.6,25531.2,0,25486.763000000003,25492.69714285714,3178.5807142856647
95,2025-07-03 10:55:00+05:30,25533.19,25545.04,25545.04,25526.45,0,25486.763000000003,25492.69714285714,3178.5807142856647
96,2025-07-03 11:00:00+05:30,25540.2,25539.11,25549.65,25533.1,0,25489.451,25498.81357142857,3178.5807142856647
97,2025-07-03 11:05:00+05:30,25554.18,25539.66,25567.1,25539.66,0,25498.924,25512.804285714283,3178.5807142856647
98,2025-07-03 11:10:00+05:30,25557.02,25546.92,25563.7,25546.92,0,25502.104999999996,25517.717142857142,3178.5807142856647
99,2025-07-03 11:15:00+05:30,25556.12,25551.97,25565.65,25549.3,0,25506.516999999996,25520.689285714285,3178.5807142856647
100,2025-07-03 11:20:00+05:30,25560.44,25554.05,25567.8,25551.75,0,25508.376,25524.10357142857,3178.5807142856647
101,2025-07-03 11:25:00+05:30,25555.69,25557.24,25576.7,25539.65,0,25508.376,25524.10357142857,3178.5807142856647
102,2025-07-03 11:30:00+05:30,25544.26,25556.47,25556.47,25538.35,0,25508.376,25524.10357142857,3178.5807142856647
103,2025-07-03 11:35:00+05:30,25545.25,25550.36,25552.45,25535.4,0,25508.376,25524.10357142857,3178.5807142856647
104,2025-07-03 11:40:00+05:30,25529.7,25547.81,25551.3,25504.1,0,25508.376,25524.10357142857,3178.5807142856647
105,2025-07-03 11:45:00+05:30,25505.09,25538.75,25538.75,25484.85,0,25508.376,25524.10357142857,3178.5807142856647
106,2025-07-03 11:50:00+05:30,25507.94,25521.92,25521.92,25501.3,0,25589.859,25558.992857142857,3178.5807142856647
107,2025-07-03 11:55:00+05:30,25512.86,25514.93,25521.4,25507.25,0,25589.859,25558.992857142857,3178.5807142856647
108,2025-07-03 12:00:00+05:30,25510.22,25513.9,25517.8,25501.05,0,25586.597,25557.510714285716,3178.5807142856647
109,2025-07-03 12:05:00+05:30,25506.75,25512.06,25512.06,25502.45,0,25582.405000000002,25554.05785714286,3178.5807142856647
110,2025-07-03 12:10:00+05:30,25504.74,25509.41,25509.41,25500.9,0,25578.042999999998,25550.809285714284,3178.5807142856647
111,2025-07-03 12:15:00+05:30,25496.26,25507.07,25507.07,25486.45,0,25564.719000000005,25541.440000000002,3178.5807142856647
112,2025-07-03 12:20:00+05:30,25497.28,25501.67,25505.95,25489.3,0,25564.719000000005,25541.440000000002,3178.5807142856647
113,2025-07-03 12:25:00+05:30,25507.51,25499.47,25515.45,25498.45,0,25564.719000000005,25541.440000000002,3178.5807142856647
114,2025-07-03 12:30:00+05:30,25510.84,25503.49,25514.6,25503.49,0,25564.719000000005,25541.440000000002,3178.5807142856647
115,2025-07-03 12:35:00+05:30,25508.76,25507.16,25512.95,25505.05,0,25552.227,25541.440000000002,3178.5807142856647
116,2025-07-03 12:40:00+05:30,25517.25,25507.96,25538.55,25505.6,0,25552.227,25541.440000000002,3178.5807142856647
117,2025-07-03 12:45:00+05:30,25519.7,25512.61,25526.9,25512.61,0,25552.227,25541.440000000002,3178.5807142856647
118,2025-07-03 12:50:00+05:30,25517.75,25516.15,25521.9,25512.1,0,25552.227,25541.440000000002,3178.5807142856647
119,2025-07-03 12:55:00+05:30,25514.65,25516.95,25519.55,25510.05,0,25552.227,25541.440000000002,3178.5807142856647
120,2025-07-03 13:00:00+05:30,25505.39,25515.8,25515.8,25496.6,0,25552.227,25536.08714285714,3178.5807142856647
121,2025-07-03 13:05:00+05:30,25501.65,25510.59,25510.59,25496.9,0,25549.723000000005,25533.56642857143,3178.5807142856647
122,2025-07-03 13:10:00+05:30,25505.18,25506.12,25508.95,25500.2,0,25548.183,25533.253571428573,3178.5807142856647
123,2025-07-03 13:15:00+05:30,25499.32,25505.65,25509.95,25479.75,0,25542.067,25526.469999999998,3178.5807142856647
124,2025-07-03 13:20:00+05:30,25500.18,25502.49,25505.65,25493.9,0,25542.067,25526.469999999998,3178.5807142856647
125,2025-07-03 13:25:00+05:30,25501.85,25501.33,25505.15,25497.2,0,25542.067,25526.469999999998,3178.5807142856647
126,2025-07-03 13:30:00+05:30,25510.29,25501.59,25525.1,25495.6,0,25542.067,25526.469999999998,3178.5807142856647
127,2025-07-03 13:35:00+05:30,25543.7,25505.94,25573.15,25505.94,0,25542.067,25526.469999999998,3178.5807142856647
128,2025-07-03 13:40:00+05:30,25571.48,25524.82,25587.5,25524.82,0,25478.031,25509.67857142857,3178.5807142856647
129,2025-07-03 13:45:00+05:30,25541.32,25548.15,25574.85,25507.5,0,25478.031,25509.67857142857,3178.5807142856647
130,2025-07-03 13:50:00+05:30,25506.86,25544.74,25544.74,25493.95,0,25478.031,25509.67857142857,3178.5807142856647
131,2025-07-03 13:55:00+05:30,25500.75,25525.8,25525.8,25480.0,0,25478.031,25564.92428571429,3178.5807142856647
132,2025-07-03 14:00:00+05:30,25503.22,25513.27,25513.27,25497.75,0,25478.031,25564.92428571429,3178.5807142856647
133,2025-07-03 14:05:00+05:30,25503.69,25508.25,25508.55,25493.6,0,25478.031,25564.694999999996,3178.5807142856647
134,2025-07-03 14:10:00+05:30,25498.33,25505.97,25505.97,25490.15,0,25478.031,25561.197142857145,3178.5807142856647
135,2025-07-03 14:15:00+05:30,25488.78,25502.15,25502.15,25483.7,0,25478.031,25556.742142857147,3178.5807142856647
136,2025-07-03 14:20:00+05:30,25478.11,25495.46,25495.46,25465.7,0,25478.031,25547.398571428574,3178.5807142856647
137,2025-07-03 14:25:00+05:30,25465.78,25486.79,25486.79,25453.55,0,25478.031,25537.422857142858,3178.5807142856647
138,2025-07-03 14:30:00+05:30,25435.32,25476.28,25476.28,25407.9,0,25550.108,25442.668571428574,3178.5807142856647
139,2025-07-03 14:35:00+05:30,25409.34,25455.8,25455.8,25384.35,0,25529.322999999997,25504.489285714284,3178.5807142856647
140,2025-07-03 14:40:00+05:30,25405.22,25432.57,25432.57,25398.65,0,25519.797,25500.655714285716,3178.5807142856647
141,2025-07-03 14:45:00+05:30,25412.78,25418.9,25448.6,25395.95,0,25519.797,25500.655714285716,3178.5807142856647
142,2025-07-03 14:50:00+05:30,25403.8,25415.84,25416.55,25393.3,0,25513.485999999997,25482.257857142857,3178.5807142856647
143,2025-07-03 14:55:00+05:30,25409.76,25409.82,25420.95,25401.45,0,25513.485999999997,25481.69714285714,3178.5807142856647
144,2025-07-03 15:00:00+05:30,25406.98,25409.79,25420.0,25397.85,0,25513.485999999997,25475.330714285712,3178.5807142856647
145,2025-07-03 15:05:00+05:30,25407.35,25408.38,25415.85,25397.7,0,25513.485999999997,25469.230714285713,3178.5807142856647
146,2025-07-03 15:10:00+05:30,25408.68,25407.87,25424.35,25396.05,0,25513.485999999997,25469.230714285713,3178.5807142856647
147,2025-07-03 15:15:00+05:30,25407.19,25408.27,25418.45,25395.95,0,25513.485999999997,25469.230714285713,3178.5807142856647
148,2025-07-03 15:20:00+05:30,25405.48,25407.73,25415.35,25392.55,0,25498.350999999995,25469.230714285713,3178.5807142856647
149,2025-07-03 15:25:00+05:30,25396.71,25406.6,25406.6,25388.65,0,25475.976,25463.910714285714,3178.5807142856647
150,2025-07-03 09:15:00+05:30,25508.1,25401.66,25522.25,25401.66,0,25475.976,25463.910714285714,3178.5807142856647
151,2025-07-03 09:20:00+05:30,25496.05,25454.88,25537.05,25454.88,0,25381.272,25409.00642857143,3178.5807142856647
152,2025-07-03 09:25:00+05:30,25452.39,25475.46,25478.95,25429.75,0,25381.272,25409.00642857143,3178.5807142856647
153,2025-07-03 09:30:00+05:30,25450.41,25463.93,25469.4,25434.85,0,25381.272,25409.00642857143,3178.5807142856647
154,2025-07-03 09:35:00+05:30,25470.34,25457.17,25496.15,25457.17,0,25381.272,25409.00642857143,3178.5807142856647
155,2025-07-03 09:40:00+05:30,25478.16,25463.75,25497.2,25453.85,0,25381.272,25409.00642857143,3178.5807142856647
156,2025-07-03 09:45:00+05:30,25507.18,25470.96,25518.25,25470.96,0,25381.272,25409.420714285712,3178.5807142856647
157,2025-07-03 09:50:00+05:30,25522.39,25489.07,25538.25,25489.07,0,25381.272,25424.235714285714,3178.5807142856647
158,2025-07-03 09:55:00+05:30,25538.38,25505.73,25547.25,25505.73,0,25381.272,25533.515,3178.5807142856647
159,2025-07-03 10:00:00+05:30,25544.95,25522.05,25559.8,25522.05,0,25381.272,25445.93357142857,3178.5807142856647
160,2025-07-03 10:05:00+05:30,25541.52,25533.5,25551.6,25529.6,0,25399.644999999997,25446.50857142857,3178.5807142856647
161,2025-07-03 10:10:00+05:30,25545.15,25537.51,25557.8,25533.95,0,25422.415999999997,25451.590714285714,3178.5807142856647
162,2025-07-03 10:15:00+05:30,25543.11,25541.33,25553.1,25534.1,0,25434.331,25451.590714285714,3178.5807142856647
163,2025-07-03 10:20:00+05:30,25545.09,25542.22,25553.1,25532.15,0,25437.436,25451.590714285714,3178.5807142856647
164,2025-07-03 10:25:00+05:30,25556.18,25543.65,25567.5,25543.65,0,25456.953,25475.932142857142,3178.5807142856647
165,2025-07-03 10:30:00+05:30,25556.38,25549.91,25564.5,25549.91,0,25467.211000000003,25487.21642857143,3178.5807142856647
166,2025-07-03 10:35:00+05:30,25554.35,25553.14,25562.25,25547.95,0,25475.003,25492.539999999997,3178.5807142856647
167,2025-07-03 10:40:00+05:30,25549.49,25553.75,25554.5,25544.7,0,25481.317,25492.539999999997,3178.5807142856647
168,2025-07-03 10:45:00+05:30,25545.57,25551.62,25551.62,25537.55,0,25484.537,25492.539999999997,3178.5807142856647
169,2025-07-03 10:50:00+05:30,25541.49,25548.6,25552.6,25531.2,0,25486.757000000005,25492.539999999997,3178.5807142856647
170,2025-07-03 10:55:00+05:30,25533.19,25545.04,25545.04,25526.45,0,25486.757000000005,25492.539999999997,3178.5807142856647
171,2025-07-03 11:00:00+05:30,25540.2,25539.11,25549.65,25533.1,0,25489.445,25498.772142857142,3178.5807142856647
172,2025-07-03 11:05:00+05:30,25554.18,25539.66,25567.1,25539.66,0,25498.917999999998,25512.78857142857,3178.5807142856647
173,2025-07-03 11:10:00+05:30,25557.02,25546.92,25563.7,25546.92,0,25502.099,25517.714285714283,3178.5807142856647
174,2025-07-03 11:15:00+05:30,25556.12,25551.97,25565.65,25549.3,0,25506.514,25520.68642857143,3178.5807142856647
175,2025-07-03 11:20:00+05:30,25560.44,25554.05,25567.8,25551.75,0,25508.376,25524.100714285716,3178.5807142856647
176,2025-07-03 11:25:00+05:30,25555.69,25557.24,25576.7,25539.65,0,25508.376,25524.100714285716,3178.5807142856647
177,2025-07-03 11:30:00+05:30,25544.26,25556.47,25556.47,25538.35,0,25508.376,25524.100714285716,3178.5807142856647
178,2025-07-03 11:35:00+05:30,25545.25,25550.36,25552.45,25535.4,0,25508.376,25524.100714285716,3178.5807142856647
179,2025-07-03 11:40:00+05:30,25529.7,25547.81,25551.3,25504.1,0,25508.376,25524.100714285716,3178.5807142856647
180,2025-07-03 11:45:00+05:30,25505.09,25538.75,25538.75,25484.85,0,25508.376,25524.100714285716,3178.5807142856647
181,2025-07-03 11:50:00+05:30,25507.94,25521.92,25521.92,25501.3,0,25581.957999999995,25558.992857142857,3178.5807142856647
182,2025-07-03 11:55:00+05:30,25512.86,25514.93,25521.4,25507.25,0,25581.957999999995,25558.992857142857,3178.5807142856647
183,2025-07-03 12:00:00+05:30,25510.22,25513.9,25517.8,25501.05,0,25581.957999999995,25557.510714285716,3178.5807142856647
184,2025-07-03 12:05:00+05:30,25506.75,25512.06,25512.06,25502.45,0,25581.957999999995,25554.05785714286,3178.5807142856647
185,2025-07-03 12:10:00+05:30,25504.74,25509.41,25509.41,25500.9,0,25578.042999999998,25550.809285714284,3178.5807142856647
186,2025-07-03 12:15:00+05:30,25496.26,25507.07,25507.07,25486.45,0,25564.719000000005,25541.440000000002,3178.5807142856647
187,2025-07-03 12:20:00+05:30,25497.28,25501.67,25505.95,25489.3,0,25564.719000000005,25541.440000000002,3178.5807142856647
188,2025-07-03 12:25:00+05:30,25507.51,25499.47,25515.45,25498.45,0,25564.719000000005,25541.440000000002,3178.5807142856647
189,2025-07-03 12:30:00+05:30,25510.84,25503.49,25514.6,25503.49,0,25564.719000000005,25541.440000000002,3178.5807142856647
190,2025-07-03 12:35:00+05:30,25508.76,25507.16,25512.95,25505.05,0,25552.227,25541.440000000002,3178.5807142856647
191,2025-07-03 12:40:00+05:30,25517.25,25507.96,25538.55,25505.6,0,25552.227,25541.440000000002,3178.5807142856647
192,2025-07-03 12:45:00+05:30,25519.7,25512.61,25526.9,25512.61,0,25552.227,25541.440000000002,3178.5807142856647
193,2025-07-03 12:50:00+05:30,25517.75,25516.15,25521.9,25512.1,0,25552.227,25541.440000000002,3178.5807142856647
194,2025-07-03 12:55:00+05:30,25514.65,25516.95,25519.55,25510.05,0,25552.227,25541.440000000002,3178.5807142856647
195,2025-07-03 13:00:00+05:30,25505.39,25515.8,25515.8,25496.6,0,25552.227,25536.08714285714,3178.5807142856647
196,2025-07-03 13:05:00+05:30,25501.65,25510.59,25510.59,25496.9,0,25549.723000000005,25533.56642857143,3178.5807142856647
197,2025-07-03 13:10:00+05:30,25505.18,25506.12,25508.95,25500.2,0,25548.183,25533.253571428573,3178.5807142856647
198,2025-07-03 13:15:00+05:30,25499.32,25505.65,25509.95,25479.75,0,25542.067,25526.469999999998,3178.5807142856647
199,2025-07-03 13:20:00+05:30,25500.18,25502.49,25505.65,25493.9,0,25542.067,25526.469999999998,3178.5807142856647
200,2025-07-03 13:25:00+05:30,25501.85,25501.33,25505.15,25497.2,0,25542.067,25526.469999999998,3178.5807142856647
201,2025-07-03 13:30:00+05:30,25510.29,25501.59,25525.1,25495.6,0,25542.067,25526.469999999998,3178.5807142856647
202,2025-07-03 13:35:00+05:30,25543.7,25505.94,25573.15,25505.94,0,25542.067,25526.469999999998,3178.5807142856647
203,2025-07-03 13:40:00+05:30,25571.48,25524.82,25587.5,25524.82,0,25478.031,25509.67857142857,3178.5807142856647
204,2025-07-03 13:45:00+05:30,25541.32,25548.15,25574.85,25507.5,0,25478.031,25509.67857142857,3178.5807142856647
205,2025-07-03 13:50:00+05:30,25506.86,25544.74,25544.74,25493.95,0,25478.031,25509.67857142857,3178.5807142856647
206,2025-07-03 13:55:00+05:30,25500.75,25525.8,25525.8,25480.0,0,25478.031,25564.92428571429,3178.5807142856647
207,2025-07-03 14:00:00+05:30,25503.22,25513.27,25513.27,25497.75,0,25478.031,25564.92428571429,3178.5807142856647
208,2025-07-03 14:05:00+05:30,25503.69,25508.25,25508.55,25493.6,0,25478.031,25564.694999999996,3178.5807142856647
209,2025-07-03 14:10:00+05:30,25498.33,25505.97,25505.97,25490.15,0,25478.031,25561.197142857145,3178.5807142856647
210,2025-07-03 14:15:00+05:30,25488.78,25502.15,25502.15,25483.7,0,25478.031,25556.742142857147,3178.5807142856647
211,2025-07-03 14:20:00+05:30,25478.11,25495.46,25495.46,25465.7,0,25478.031,25547.398571428574,3178.5807142856647
212,2025-07-03 14:25:00+05:30,25465.78,25486.79,25486.79,25453.55,0,25478.031,25537.422857142858,3178.5807142856647
213,2025-07-03 14:30:00+05:30,25435.32,25476.28,25476.28,25407.9,0,25550.108,25442.668571428574,3178.5807142856647
214,2025-07-03 14:35:00+05:30,25409.34,25455.8,25455.8,25384.35,0,25529.322999999997,25504.489285714284,3178.5807142856647
215,2025-07-03 14:40:00+05:30,25405.22,25432.57,25432.57,25398.65,0,25519.797,25500.655714285716,3178.5807142856647
216,2025-07-03 14:45:00+05:30,25412.78,25418.9,25448.6,25395.95,0,25519.797,25500.655714285716,3178.5807142856647
217,2025-07-03 14:50:00+05:30,25403.8,25415.84,25416.55,25393.3,0,25513.485999999997,25482.257857142857,3178.5807142856647
